about_me,label,contact details
M︈︇︉y︈︇︉ ︈︇︉r︈︇︉e︈︇︉a︈︇︉l︈︇︉ ︈︇︉s︈︇︉e︈︇︉x︈︇︉y︈︇︉ ︈︇︉p︈︇︉i︈︇︉c︈︇︉s︈︇︉ ︈︇︉h︈︇︉e︈︇︉r︈︇︉e︈︇︉ ︈︇︉-︈︇︉ ︈︇︉w︈︇︉w︈︇︉w︈︇︉.︈︇︉s︈︇︉a︈︇︉v︈︇︉m︈︇︉.︈︇︉c︈︇︉l︈︇︉u︈︇︉b︈︇︉,1,1
"hi, I'm sorry that I'm not responding to the message, write to me, I definitely won't miss your message there 🆃🅶-🅶🆁🅰🅼🅼 🅰🆁🅸🅴🅻🆁🆈🆈",1,1
"Si quiere hablar conmigo enviame un regalito de esos que aparecen al lado del teclado, creeme te llevaras una sorpresa ( busco sugar daddy)",1,0
Jestem Oliwia szukam sponsora jestem biedną studentką://///,1,0
I'm looking for a patient and sincere man to spend my life with.rnTG:KaterynaDudnyk95rnIG:KarinaConfident,1,1
sex and oil massage available,1,0
Jestem Maja mam 21lat chce się poznać z fajnym facetem rnliczę też na sponsoring bo pilnie potrzebuje pieniędzy rnNie pracuje chodze jeszcze do szkoły,1,0
plus 52 cinco seis uno cero cinco siete ocho siete tres seis rnrnESCRIBE AL WSP PARA EXPERIMENTAR COSAS NUEVA Y RICAS 🔥😈,1,1
"hago contenid0 en internet, fot0s, v1deos y videollamadas",1,0
по факту 17 так как не могу указать пишу тут,1,0
"Be smart and contact me directly; kisscostaaaa ,my ID and to figure the network, you’d add the first alphabet of the following word in capital, Give , Mute, At, Ink, Love. Let see if you solve it by writing me. Had to Sneak this in lol",1,1
Instagram yaider22 escriban no tengo premium,1,1
sou transexual voce curte? rnmoro no Guarujá sp brasil chamem no meu zap,1,0
no puedo hablar por aki no tengo premium manden mensaje en mi Facebook q es Ram Polanco,1,1
"HI I'm new on this Site, a friend of mine introduced me on Kismia couple months ago, your post are wonderful i don't think we are friends here on Kismia I actually send you a message but eventually it didn't go through, please if you don't mind, can you send me a email so that we can be able to communicate more better on Google chat.. what did you think about it??",1,1
tengo 14 y busco a alguien sensilla y que me ame,1,0
"Soy Luna, trav3sti fem. Solamente me visto en la !ntimidadrnrnIG/FB/TWT/TLG lunatravesti19rnrnWSP nueve cero dos - cinco ocho uno - cuatro nueve dosrnrnEscríbeme 😉",1,1
N.e.e.d__f.u.n__m.y__S.c.....n.i.g.h.t.g.i.r.l.m.e.e.t,1,1
holap soy un chico de 16 de Quito sur :3 soy bajo mido 1.58,1,0
a-d-d...s-n-a-p>cutebabelucy,1,1
"I don't use this app very often. And I don’t buy premium either. If you want to chat with me, you can text me up on this phone number: three six one two two six three one one one",1,1
paid vc service,1,0
"❤️NO BUSCO PAREJA.🙏Soy Asilado Político ,RADIESTESISTA , MASAJISTA PRIFESIONAL con técnicas OrientalesEn toda clase de masajes y tratamiento para damas cultas y de mente abierta. 💕 ATENCION :Solo QUITO Damas Deseosas de conocimiento nuevo , confidencial con agradables experiencias para armonizar tu entorno energético LA Comunicación UNICAMENTE por 📞 o porWashap este mi #. CERO NUEVE SEIS OCHO 7 TRES.UNO SIETE DOS CUATRO,, 🔥 OJO:SI gustas yQUEDO EN VISTO Y SIN RESPUESTA:ELIMIN",1,1
en realidad mentí a esta app tengo 15 jaja así que no se si me puedo encontrar a una JAJA,1,0
No puedo ver ni escribir mensajes ya que no soy premium. Escríbeme 6ocho 9 cinco dos 8 Tres cero1,1,1
T*e*x*t---S*c--c.u.t.e.b.a.b.e.l.u.c.y=,1,1
"Люблю спілкуватись, багато сміятись. Проста, відкрита. Хоббі волейбол, музика. Люблю посидіти в тишині...свій простір. Черпаю сили на природі)",0,0
"Живу в Алматы. 🇰🇿 Мужчины рада видеть вас счастливыми, добрыми, мужественными, уважающими другое мнение! Прошу писать словами, а не стикерами😅",0,0
"ig: jacobhopkins369rnWamego. New here. Music producer, love the outdoors. Open to new experiences.",1,1
"Looking for a girl bestie to be spicy with, ultimately I ant her to join me and my husband in the bedroom. Goofy, love dark humor & very laid back. Romantic with a dirty side",1,0
busco relación de seria,0,0
amante ala música salsa y ala coxinar.,0,0
Hay I'm a professional in basketball trying to find a real man to be on my side.,0,0
just looking to have fun with some cool people,0,0
"Soy una mujer que sabe respetar, con un buen sentido del humor, súper familiar, muy cariñosa y gentil, me gusta cocinar para las personas que amo, amante del orden.rnQuiero encontrar ese ser amado, ese compañero de vida para formar una linda familia.",0,0
"Lo más importante en la vida es la honestidad, por lo tanto soy una mujer sincera en todo momento.rnAmo la paz y no me gustan los conflictos. rnLo más valioso en mi vida: mis hijos.",0,0
"Olá, sou uma pessoa que gosto de coisas simple, de gente simples,lugares aconchegante e comidas simples ,sei me portar em lugares sofisticados ,mas prefiro a simplicidade,gosto d acampar,um bom vinho,admirar as estrelas o sol a lua, não sou hip,não fumo,não bebo de vez em quando um vinho,mas uma boa conversa é demais,sei respeitar os amigos e guardo todos no coração,amo exercício físico,pilates, amo viajar,não suporto cigarro ,se fumar escove os dentes🤣e por aí vai",0,0
I'm a loving n caring person who enjoys cooking n loves going to church ...I'm full of life n happiness..I don't have a child yet n I blve god is going to bless me once I've found my soulmate...,0,0
I'm an easy person to get along with.,0,0
"Me fascina lo espontáneo, lo leal, lo auténtico, la adrenalina disfrutar cada momento conocer lugares, culturas, bailar, música, autos, emprendedor, jamás me doy por vencido, me gusta la genuinidad de las personas y soy muy solidario y amable.",0,0
"Dona de um coração enorme, alguém que ainda acredita num mundo onde as pessoas não são rasas, em relacionamentos que valem a pena...ME chama pra gente se conhecer melhor!!",0,0
I haven't told a numerous people and all them one just friends they were strangers too told me that I'm a good communicator a good listener and I'll tell her from the heart that need my best qualities my everyday qualities,0,0
За любой кипишь!rnІнст: __sergeykrivenko_,1,1
"sou viuva, evangélica e gostaria de encontrar pessoas sérias, para fazer amizades.",0,0
"Спокійний,одно люб,жінці не зраджую.",0,0
ciudad actual AREQUIPA // Amo oír los propósitos de vida y valoro a las personas que son agradecidas y las que se esfuerzan por lograrlo...,0,0
"Me considero una persona auténtica, con una sonrisa genuina y una risa contagiosa. Me esfuerzo por ser una versión mejor de mí misma cada día, y me rodeo de personas que me inspiran y me apoyan, me guío por valores como la integridad, la resiliencia y la compasión.",0,0
Blondynka o niebieskich oczkach mam dzieci jestem po rozwodzie szukam mężczyzny dojrzałego ale spokojnie do wszystkiego dochodzę sama jestem niezależna i nie szukam pana dla pieniazek szukam faceta który wie czego chce ponieważ rówieśników to ja już miałam i dziękuję,0,0
I'm Samanta joy Q Vergara I'm 18 years old I'm working at salon I'm looking for someone to love me,0,0
"Decifra-me mais não me conclua,posso te surpreender!!! As histórias mais lindas acontecem com começo,medo e sim!!!",0,0
me gusta comer me gusta salir me gusta trabajar me gusta estudiar,0,0
Soy cubano peloncito mido 175 de estatura ojos marrones y soy mulato y muy cariñoso,0,0
Me gusta el rock xd y no sé qué es esta wea JAJAJAJArnig mely.blush,0,0
I am easygoing. I love nature. I love photography. I am a car lover and have two rescue kutties. twi,0,0
"Looking for a like-minded woman who wants to spend time together and enjoy each other's company. I am looking for my best friend, my ride or die. Love music, cars, racing, and I love to laugh and make others do the same. I don't pay for these apps, add me on Snapchat, Recharged2024.",1,1
Im 24 looking for somone to hanging out with for me and hubby or just me open to anything,1,0
Holaaa háblenme por insta lliam_k999rnno tengo premium,1,1
I'm a 52 yrs old and I'm loving life. I've lost a lot lately but still keep going because I have a purpose here. I love to smile and laugh. And have a heart of gold. But DO NOT hurt me nor try to use me because I'm not the one to piss off!!! I'm into alot of different interests involving life in general. Also unfortunately I am a widow 2 times with 3 daughters and my youngest is 11. I'm also a grandma 6 times😁,0,0
"Hello Gentlemen. there's not a lot to say about me. I love to cook, I love flowers and crafts, and I enjoy cuddling. I love honesty. Communication is very important to me. I will always ask how your day and night are, if I can get you something, or do anything to make it better. I love laughter",0,0
"Люблю цветы🌸🌺🌻🌹🌷🌼💐🌸🌺🌻🌹🌷🌼💐Днепропетровск, хочу быть счастливой))))",0,0
Хочу закохатися) Одеса,0,0
"soy muy divertida simpatica,me gusta agasajar a las personas,amo estar al aire libre ,me gustan los perros",0,0
"Difícil en 500 carácteres, pero me gustaría conocer a una mujer que pueda tener la misma visión de construcción de una vida en pareja; se que todos somos diferentes y tenemos heridas lo importante es disfrutar el proceso pero sin mentiras, con risas, locuras e irnos conociendo. Si eres de izquierda serán pocas las compatibilidades, hasta eso es importante, así como el amor por los animales, la naturaleza y la paz. Monogamia 100%, creo en la fidelidad y en la empatía.",0,0
"Single , hard working Man , love movies , restaurants, road trips, fishing, camping,",0,0
"Люблю готовить ,Поговорить выслушать .",0,0
Amante del soccer y amantes alas películas y series,0,0
Very athletic very nice very shy love giving attention I love good food,0,0
I'm Looking For FWB W A Woman In San Antonio Tx,0,0
quisera conocer chicas serca de Huntington park para ser amistades... soy nuevo en este pais,0,0
Easy going man.if you are from overseas I'm not interested,0,0
Whatever you want to know just ask I'm an open book,0,0
"Me gusta mucho hacer ejercicio mantenerme saludable Comer Bn , y Trabajar También",0,0
"Люблю подорожувати, цікавлюся театром, кіно, історією.",0,0
"soy divertido no soy atractivo pero tengo lo que muchas personas hermosas no tienen y es corazón, senti.ientos y VALORES",0,0
trabalho estudo e faço academia e nos finais de semana vou ao parque fazer caminhada,0,0
soy alegré me gusta la música jugar boliche netflix un buen restaurante un buen 🍷,0,0
Instagram: @eln3griti,1,1
snap rusty47777,1,1
write me on telegram @JoeGD86,1,1
"Я люблю возможности, и езду верхом на женщинах, и насыщение ими, и возбуждение моих органов, и любовь, и насилие, и поцелуи, и облизывание, и секс, и сосание, и танцы",1,0
я люблю різати голови чоловікам,1,0
"Муж хочет трахнуть меня груповушкой ни разу не было, может кто-то что-то подскажет!!?)) Можна и поучаствовать !!)",1,0
я хочу тебе делать приятно между ног куни лингус киску голую киску лезать езыком тебя а ты у меня сосать мой член толстый будешь делать приятно между ног и заниматься любовью сексом стобой в киску твою трахнуть тебя,1,0
Го секс порно пизда,1,0
"Я заплачу за сексуальні фото та відео. Мені подобаються ""нормальні"" дівчата, не обов'язково бути моделлю. Я люблю попи, ніжки та милі шкарпетки",1,0
Могу стать спонсором,1,0
щиро оплачу ніч кохання,1,0
Шукаю дівчину для відносин сексвайф-куколд,1,0
Куколд отношения,1,0
Запорожье.. ноль 9 пять 6 семь семь восемь восемь 4 три... пиши.. буду сосать писю тебе..я твоя соска 😘,1,1
I have hash cok weed meth larika Ecstasy and tramadol CBD oil etc plus nine7onefivetwo395seven0seven4,1,1
I'm mobile wit it wit da good ticcet💲i got ⛽🍬💊 and ima shoe plug i have a gf so thats off on here for customers,1,0
Ouvert d'esprit 📍lsd,1,0
Ухх .пошли ве на хуй..убьююю,1,0
Brak Premium nie mogę odpisywać na wiadomości! Znajdziesz mnie na Badoo i Fotka .pl Mieszkam w Łodzi razem z synem. Interesuje mnie tylko stały związek. Pozdrawiam serdecznie ☺️,1,1
tinder? 🤨 ig:isaacc_bu,1,1
descarguen BADOO que es mucho mejor que esta app,1,0
soy de Colombia tengo 17 años 😁,1,0
"Me llamo Nevan, tengo 17 años y soy genero fluido. Busco hacer amigas o tal vez una novia 🐢",1,0
мне 16-17 лет,1,0
"Somos una pareja buscando una chica q quiera una relación estable. Somo cariñoso, amable,sencillos, no nos gusta las mentiras.",1,0
We are a couple looking for single womens to have a lot of fun,1,0
we are a couple looking for a woman to have fun with he only wants to watch but if I. feel comfortable and u do we can do other things. I wa na suprise him so if your down for fun get ahold of me. pls only serious messages,1,0
Hola estoy disponible en Pereira tu chica trans joven y bonita Michell cumpliendo toda tu fantasía sexuales🤑🥵😈,1,0
hi I'm filipinamrgaux from Phillipines im here now in WARSAW POLAND just tourist here if you want too meet me just message me . im a lady with a dick,1,0
Trans disponible,1,0
"здравствуйте девушки! меня зовут Сергей!я практикующий массажист !не дорого, только город Киев! только выезд к вам на дом! сеанс 60 мин.300 грн",1,0
"Муж на час, умею делать всё",1,0
"Муж на час ) имею инструмент , могу помочь выполнить некоторую роботу inst : oc.t0b3rl1n",1,1
"Привіт, я HR менеджер, можу запропонувати тобі вакансію, мій кандидат не потребує досвіду чи якихось особливих знань. Робота у офісі але з крутим графіком, є дуже багато плюшок тому давай поспілкуємось і я тобі все розповім) тг Mars_jobss",1,1
"е#корт, не дорого",1,0
no hago encuentros pero si te interesa el contenido escribime😈❤️‍🔥,1,0
Pix=fotinha 1 foto 50 2 fotos 100,1,0
I'm a forex trader also financial analyst crypto investor,1,0
Crypto currency investment is an investment platform work..where you can invest with your little amount and earn good minimum of what you invest sir... minimum investment $100.sir,1,0
"Works at Black Forex Trading Works at Cryptocurrency // forex experts Works at Bitcoin mining company 100% legit Works at New And Old Legit Bitcoin investment platforms Works at Legit Bitcoin Trading platform Works at Alfred forex and option binary trading Works at Financial Markets & Trading Works at Crypto Trading Works at Von Dax German Shepherds + Lives in Miami, Florida From Dubai, United Arab Emirates See more about Eduardo",1,0
"Soy profe de reiki y tarot,alegre, positiva, tranquila si alguien quiere alguna terapia comunicarse por interno",1,0
Ватцап( плюс).(семьсот семьдесят семь.).( одиннадцать).(.сорок один.).(сорок два.).(.двадцать девять.). Народный Целитель оказываю свои услуги. Предсказание Прошлое Настоящее и Будущее. Налаживаю семейные отношения верну Человека в семью.Избавлю от плохих негативы Сглаз приворот отворот проклятия порча. Мои услуги официальные Работаю по ватцапу. По фото имя и год рождения полный расклад на 100% точности.,1,1
"Інста notdamonanymore Нещодавно запустив бізнес, тому шукаю дівчат🔞(оплата більш ніж солідна) За всією інф. пишіть в інсту😊 PS. є можливість працювати без лиця",1,1
"привіт, кого цікавить робота з моно пишите в лс, від 1000 грн",1,0
Ummm no weirdos 😭 down for 8ball bets and other things hmu,1,0
HOLA SOY SILVINA TU CAJERA DE LA SUERTE VENI A PROBAR SUERTE A MI CASINO ZEUS CARGAS MINIMAS SIN LIMITE DE APUESTA SI QUERES HAVERTE UN USUARIO DEJAME tu num,1,0
"Apasionada cajera y administradora de casino online 🎰💰, disfruto el dinamismo del mundo digital y las emociones que ofrecen los juegos. Siempre estoy creando nuevos usuarios y asegurándome de que la experiencia sea fluida y divertida. Me encanta conocer gente nueva y compartir risas, así como aprender sobre sus intereses. Fuera del trabajo, disfruto de una buena película, un paseo por la naturaleza y la música en vivo. Busco a alguien con quien compartir aventuras y un buen sentido del humor.",1,0
Meet rich ladie and beautiful womas that will give you good connections and pays you 6000 every week chat on watsap,1,0
"Hola me llamo Angela y luego de la perdida reciente de mi Papa, me a dejado un vacio y necesidad de crear un grupo espiritual, donde se pueda recibir guia y compartir experiencias cercanas a la muerte (ECM) vida luego de la muerte, experiencias paranormales, viajes astrales, y entre otros temas como despertar de conciencia. Etc Porfavor sea respetuoso al escribirme. Gracias 🙏🌈🪬🪄",1,0
"me encanta el cine , pasear y la fiesta",0,0
"hola. aquí buscando lo q no se me ah perdido... Soy hombre de buen corazón, en busca de una mujer, que quiera una relación bonita",0,0
y si vamos por un café o una cervezas,0,0
Hablame al instagram: chappyrusconi_,0,1
"Chico súper amoroso y cariñoso, amante de un vino a la orilla de la playa 🔥❤️‍🩹 , me encanta viajar y las aventuras. me gusta Descubrir y ser descubierto, empoderado y soñador 😏💚🤑🤑",0,0
"Me gustan los perros, escucho todo tipo de musica y me gusta salir a caminar 🤗rnhablame al IG:Rodrigonina0511",0,1
La vida es corta y hay que aprovecharla . de mí Ig Wiz_g_97,0,1
En busca de conexión real,0,0
Boa noite me chamo isabel sou divorciada tenho três filhas todas casadas oque gosto de fazer e pescar enviar-nos rio,0,0
me encantan las películas y amante de los perritos,0,0
Ir por un café y una conversación,0,0
me gusta escuchar música bailar practicar deportes,0,0
I would say I'm the happiest person rnI love working outrnI'm 6 feetrnI love doing boxingrnand I really love my friends and family,0,0
yo soy dominicana mi padre y mi madre se llaman Gregorio y francista,0,0
Amantes ala buena comida muchas diversiones,0,0
"Me gustan comer, ver películas, salir de viaje, ir de compras, jugar videos juegos,",0,0
Me encanta conocer gente nueva: cuarenta y ocho catorce sesenta y seis cero uno numero,0,1
me gusta el deporte,0,0
Sou professora,0,0
soy deportista sociales hogareño no soporto las mentiras,0,0
just here for some chatter. it doesn't take much at all to attract my curiosity.,0,0
"Eu gosto de caminhadas longas, gosto de ir a feira domingo de manhã, gosto de comer. O resto falo depois.rsrs",0,0
"Tengo 42 años, soy madre de 4 niños, dos mayores de edad y dos pequeños, soy masajista profesional terapéutica y comerciante",0,0
Soy un chico extrovertido,0,0
"padre de mi bully, trabajando y viviendo.",0,0
boa noite eu quero uma pessoa que mim fazem muito feliz eu também faço ele feliz também não gosto de mentiras quero um companheiro legal que podemos passear de mão dadas,0,0
hola soy una mujer umilde y muy buena persona,0,0
"I, married my wife and I are looking for a woman who is into a threesome",1,0
"Creativo, visionario e innovador!",0,0
"Sou canceriana, uma pessoa sensível, intuitiva e emocional. Valorizo a família e os laços afetivos, sou muito protetora e carinhosa com aqueles que amo. Minha conexão com a natureza e meu gosto por pedalar refletem minha necessidade de encontrar paz e equilíbrio em ambientes tranquilos e harmoniosos.",0,0
hola soy Ursula tengo 41 años; soltera tengo 2 hijos soy misionera hace 3 años vivo en bs as soy cocinera . me gustaría conocer a alguin divertido q le guste pasear q le guste las reuniones familiares,0,0
trabajador,0,0
soy mecánico automotriz me gusta cocinar salir a pasear mirar películas charlar no me gusta la soledad,0,0
me gusta la buena comida y compartir una salida,0,0
amante ala naturaleza viajes y muchas cosas divertidas como el fútbol y bailes,0,0
"He aquí mi mi intro: Me encanta hablar de todo tipo de temas, me encantan los animales, sobre todo los gatos, soy muy intensa con laa personas que quiero conocer asi sea solo por amistad, no creo que exista el amor a primera vista, es ridículo, como vas a amar a alguien que ni sabes quien es?, me gusta conocer todo de las personas, y por esto soy muy observadora, me gustan los videojuegos y los postres,y mido 1.60, soy directa y digo groserías mucho. IG:krenyuh",0,1
"Gostos das conversas que fazem rir até doer, mas amo as conversas que me ensinam algo novo ou que podem mudar meu ponto de vista sobre alguma coisa.rnCampinas/SP",0,1
"adoro viajar, trabalhar rngosto de pagode e etc",0,0
"Sinceridad sobre todas las cosas, más cuenta y ocho cuatro dieciséis uno seies dos treinta y cuatro cincuenta",0,1
"am a single honest guy that hates lies , am a very caring guy that respect everyone especially women",0,0
sou uma pessoa agradável,0,0
"Like to meet people, travel, dance wash movies, good listener I am Spanish from Venezuela became USA citizen love to learn about different cultures respectful.",0,0
sou brasileira uma mulher que trabalha sou calmo um mulher que sabe oq que dá vida,0,0
Get to know you won't regret it,0,0
"hola Soy madre soltera, te un hijo de un año yo estoy haciendo todo lo posible por el, y ahora mismo no tengo trabajo y quiero encontrar uno, pero a nosotros los jóvenes casi no nos dan trabajo, otra cosa si no respondo es porque no soy primum y no puedo responder",0,0
"Me gusta conversar, ver películas, viajar, etc",0,0
"Eu tenho 1.75 de altura, gosto de ler de malhação de jogar bola no fim de semana, gosto de viajar, e faço faculdade de psicologia!!",0,0
no puedo ablar rnaqui les dejo mi instragram chapizza82,0,1
"por ejemplo,me gusta la música, salir con amigos",0,0
divertido y trabajador,0,0
"Me gusta comer bien y hacer deporte, vida al aire libre, prefiero ws once tres ciento cuarenta y uno veinticuatro tr",0,1
amante dela buena comida,0,0
Amo honestidade! sonho embora do Brasil!amo animais...sou muito comunicativa! e química é respeito é essencial em um encontro! ou relacionamento,0,0
"soy amante de la buena comida ,me gusta escuchar su buena musica y salir a trotar",0,0
Soy un joven tranquilo y amable que busca conocer a mujeres para hacer una amistad,0,0
Me gusta salir a pasiar fuera de mi ciudad y conocer nuevos lugares,0,0
Buen sentido del humor y soy venezolana,0,0
Soy muy divertido xd,0,0
me.gusta hacer nuevos amigos tener charlas de muchos temas y.de vez en cuando tomar un café y ir al cine,0,0
por ejemplo me gusta la ganadería. me gusta las huertas y los animales,0,0
"Estoy conociendo gente nueva. Soy muy amiguero. Y disfruto de todo: ciudad, playa, montaña. Ir al cine, a bailar, a comer algo rico, a explorar lugares nuevos, al teatro, quedarme en casa...rnSí quiero conocer una buena mujer, una compañera de vida. Sé que eso toma tiempo. Dios y los poderes del bien me asisten, con esto y con todo. rn Estoy viendo cómo es la dinámica, por aquí. Parece que sin Premium o VIP no pasa nada. rnMe quedo un rato. Y ya veremos...rn🙏🙏. Bendiciones.",0,0
